spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_A2,0,26,2,0.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_A5,0,26,2,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_A7,0,26,2,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_A11,0,26,2,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_A12,0,26,2,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_B3,0,26,4,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_B5,0,26,4,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_B8,0,26,4,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Catalina Island, California",33.4,,,-118.308001,,,,1,EJ_D2,0,26,4,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embiotoca jacksoni,Black perch,Bernardi 2008 Mol. Ecol. Res. 8:1512-1514,1,USA,"Monterey, California",36.6,,,-121.882948,,,,1,EJ_A5,0,38,2,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
